schoolid,schoolname,CalendarYear,NumApps,NumFTApps,NumPTApps,NumOffers,NumFTOffers,NumPTOffers,NumMatriculants,NumFTMatriculants,NumPTMatriculants,OtherFirstYear,TotalFirstYear,FTFirstYear,PTFirstYear,UGGPA75,FTUGGPA75,PTUGGPA75,UGGPA50,FTUGGPA50,PTUGGPA50,UGGPA25,FTUGGPA25,PTUGGPA25,UGGPAExcl,FTUGGPAExcl,PTUGGPAExcl,LSAT75,FTLSAT75,PTLSAT75,LSAT50,FTLSAT50,PTLSAT50,LSAT25,FTLSAT25,PTLSAT25,LSATExcl,FTLSATExcl,PTLSATExcl,GMATEnrolled,ACTEnrolled,GREEnrolled,SATEnrolled,GMAT75,GMAT50,GMAT25,ACT75,ACT50,ACT25,GREVerbal75,GREVerbal50,GREVerbal25,GREQuant75,GREQuant50,GREQuant25,GREAnalytical75,GREAnalytical50,GREAnalytical25,SAT75,SAT50,SAT25,FTGREAnalytical25,FTGREAnalytical50,FTGREAnalytical75,FTGREQuant25,FTGREQuant50,FTGREQuant75,FTGREVerbal25,FTGREVerbal50,FTGREVerbal75,PTGREAnalytical25,PTGREAnalytical50,PTGREAnalytical75,PTGREQuant25,PTGREQuant50,PTGREQuant75,PTGREVerbal25,PTGREVerbal50,PTGREVerbal75
201000,Louisiana State University,2019,966,,,541,,,204,,,2,206,206,0,3.72,3.72,,3.48,3.48,,3.19,3.19,,4,4,,157,157,,155,155,,152,152,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201600,Loyola University-New Orleans,2019,855,,,534,,,171,,,1,172,154,18,3.5,3.5,3.67,3.3,3.29,3.32,3,3.02,2.82,1,0,1,154,154,159,151,151,153,148,148,149,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202500,Southern University,2019,822,,,499,,,230,,,11,241,148,93,3.31,3.38,3.09,2.99,3.14,2.8,2.68,2.79,2.45,0,0,0,147,147,147,145,145,145,142,143,142,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202900,Tulane University,2019,1510,,,793,,,211,,,1,212,212,0,3.65,3.65,,3.5,3.5,,3.27,3.27,,3,3,,161,161,,159,159,,154,154,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205400,University of Maine,2019,572,,,308,,,83,,,8,91,91,0,3.68,3.68,,3.48,3.48,,3.2,3.2,,3,3,,158,158,,154,154,,151,151,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210200,University of Baltimore,2019,1122,,,618,,,221,,,0,221,165,56,3.44,3.44,3.46,3.19,3.19,3.18,2.92,2.93,2.92,3,2,1,156,156,156,153,153,153,150,150,151,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210400,University of Maryland,2019,2406,,,1055,,,211,,,5,216,192,24,3.79,3.78,3.85,3.66,3.66,3.73,3.49,3.49,3.56,5,5,0,161,161,161,159,159,159,153,153,153,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212801,Boston College,2019,4717,,,1477,,,253,,,1,254,254,0,3.73,3.73,,3.64,3.64,,3.45,3.45,,5,5,,165,165,,164,164,,161,161,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213007,Boston University,2019,5812,,,1345,,,223,,,8,231,231,0,3.86,3.86,,3.78,3.78,,3.56,3.56,,3,3,,168,168,,166,166,,161,161,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215510,Harvard University,2019,7333,,,916,,,494,,,70,564,564,0,3.96,3.96,,3.89,3.89,,3.79,3.79,,27,27,,175,175,,173,173,,170,170,,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219900,Northeastern University,2019,2473,,,1070,,,200,,,8,208,208,0,3.75,3.75,,3.63,3.63,,3.4,3.4,,3,3,,163,163,,162,162,,156,156,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221007,University of Massachusetts Dartmouth,2019,1130,,,619,,,111,,,1,112,86,26,3.53,3.46,3.59,3.22,3.22,3.3,2.98,3.02,2.87,1,0,1,153,153,153,149,149,150,147,147,146,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221810,Suffolk University,2019,1924,,,1283,,,364,,,4,368,283,85,3.55,3.54,3.57,3.33,3.33,3.33,3.08,3.1,3.05,10,4,6,156,156,157,152,152,153,149,149,149,11,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222600,Western New England University,2019,661,,,371,,,107,,,3,110,79,31,3.67,3.66,3.75,3.36,3.36,3.24,2.95,2.95,2.92,1,1,0,152,151,153,148,148,148,146,146,145,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225400,Michigan State University,2019,1475,,,812,,,233,,,5,238,238,0,3.77,3.77,,3.58,3.58,,3.29,3.29,,2,2,,157,157,,155,155,,152,152,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232300,University of Detroit Mercy,2019,900,,,527,,,207,,,2,209,190,19,3.46,3.47,3.46,3.24,3.23,3.39,3.02,3.01,3.05,23,23,0,155,156,154,153,153,152,150,150,146,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232503,University of Michigan,2019,5629,,,936,,,294,,,24,318,318,0,3.88,3.88,,3.81,3.81,,3.56,3.56,,1,1,,170,170,,169,169,,163,163,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232902,Wayne State University,2019,741,,,328,,,119,,,6,125,116,9,3.73,3.73,0,3.56,3.56,0,3.16,3.16,0,1,1,0,161,161,0,159,159,0,154,154,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234500,University of St. Thomas (Minnesota),2019,632,,,386,,,153,,,4,157,157,0,3.69,3.69,,3.51,3.51,,3.25,3.25,,0,0,,158,158,,154,154,,151,151,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239101,Mitchell Hamline School of Law,2019,1299,,,776,,,347,,,14,361,143,218,3.54,3.61,3.47,3.23,3.32,3.14,2.87,3.06,2.81,12,2,10,156,157,155,152,152,152,148,149,148,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241501,Mississippi College,2019,610,,,388,,,125,,,1,126,126,0,3.43,3.43,,3.19,3.19,,2.89,2.89,,0,0,,152,152,,148,148,,145,145,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244000,University of Mississippi,2019,959,,,392,,,156,,,1,157,157,0,3.75,3.75,,3.48,3.48,,3.16,3.16,,0,0,,157,157,,155,155,,151,151,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250609,Saint Louis University,2019,834,,,499,,,197,,,2,199,178,21,3.68,3.68,3.51,3.45,3.46,3.37,3.18,3.18,3.1,3,2,1,158,158,156,155,155,153,152,152,151,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251600,University of Missouri,2019,560,,,294,,,93,,,3,96,96,0,3.84,3.84,,3.64,3.64,,3.32,3.32,,2,2,,160,160,,157,157,,152,152,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251800,University of Missouri-Kansas City,2019,574,,,316,,,125,,,0,125,125,0,3.67,3.67,,3.41,3.41,,3.19,3.19,,1,1,,156,156,,153,153,,151,151,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252000,Washington University,2019,4129,,,1025,,,221,,,8,229,229,0,3.93,3.93,,3.83,3.83,,3.4,3.4,,11,11,,170,170,,169,169,,162,162,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253600,University of Montana,2019,414,,,254,,,87,,,1,88,88,0,3.66,3.66,,3.4,3.4,,3.12,3.12,,1,1,,157,157,,154,154,,152,152,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254200,Creighton University,2019,905,,,516,,,108,,,5,113,113,0,3.54,3.54,,3.19,3.19,,2.95,2.95,,3,3,,155,155,,152,152,,150,150,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256500,University of Nebraska,2019,731,,,389,,,142,,,4,146,146,0,3.91,3.91,,3.73,3.73,,3.51,3.51,,1,1,,160,160,,157,157,,154,154,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256900,University of Nevada - Las Vegas,2019,947,,,258,,,127,,,3,130,114,16,3.81,3.81,3.74,3.69,3.7,3.63,3.28,3.31,3.07,2,1,1,161,161,159,159,159,155,154,154,151,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258903,University of New Hampshire,2019,612,,,379,,,136,,,3,139,99,40,3.61,3.61,3.7,3.45,3.47,3.31,3.16,3.21,2.79,11,3,8,158,158,157,156,156,150,152,153,145,6,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262900,Rutgers University,2019,2769,,,1219,,,398,,,6,404,341,63,3.63,3.61,3.72,3.41,3.41,3.38,3.13,3.13,3.07,9,6,3,158,159,156,156,156,154,153,154,152,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263201,Seton Hall University,2019,2078,,,900,,,213,,,0,213,168,45,3.69,3.74,3.64,3.5,3.54,3.34,3.18,3.22,3.06,2,1,1,160,160,161,158,158,157,153,153,153,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266300,University of New Mexico,2019,518,,,232,,,81,,,1,82,82,0,3.72,3.72,,3.47,3.47,,3.16,3.16,,1,1,,157,157,,155,155,,151,151,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267700,Brooklyn Law School,2019,3660,,,1727,,,395,,,6,401,367,34,3.58,3.58,3.55,3.44,3.44,3.43,3.24,3.24,3.23,11,10,1,160,160,160,157,157,158,155,155,155,12,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270711,Columbia University,2019,7193,,,1141,,,329,,,35,364,364,0,3.89,3.89,,3.8,3.8,,3.69,3.69,,17,17,,173,173,,172,172,,169,169,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271101,Cornell University,2019,4098,,,874,,,193,,,5,198,198,0,3.91,3.91,,3.81,3.81,,3.71,3.71,,28,28,,169,169,,168,168,,165,165,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272203,Fordham University,2019,5285,,,1440,,,408,,,8,416,357,59,3.76,3.76,3.71,3.64,3.65,3.58,3.43,3.45,3.34,11,6,5,166,166,163,164,164,161,161,162,156,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273200,Hofstra University,2019,2814,,,1360,,,257,,,5,262,249,13,3.73,3.74,3.46,3.53,3.55,3.29,3.19,3.23,3.11,2,2,0,156,156,158,154,154,156,150,150,151,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278300,New York Law School,2019,2894,,,1455,,,384,,,1,385,340,45,3.59,3.59,3.52,3.35,3.35,3.4,3.11,3.11,3.11,9,7,2,155,155,155,153,153,153,150,150,150,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278500,New York University,2019,7959,,,1719,,,416,,,11,427,427,0,3.89,3.89,,3.8,3.8,,3.63,3.63,,7,7,,172,172,,170,170,,167,167,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279102,Pace University,2019,1763,,,852,,,260,,,3,263,227,36,3.55,3.59,3.48,3.28,3.28,3.22,3,3.01,2.87,6,3,3,153,153,153,151,151,149,149,149,147,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282300,St. John's University,2019,2384,,,1147,,,250,,,4,254,240,14,3.78,3.77,3.83,3.62,3.62,3.56,3.32,3.32,3.11,5,2,3,161,161,161,159,159,160,153,153,152,13,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283700,University of Buffalo-SUNY,2019,859,,,402,,,137,,,4,141,141,0,3.75,3.75,,3.49,3.49,,3.19,3.19,,2,2,,157,157,,154,154,,151,151,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288200,Syracuse University,2019,2086,,,963,,,265,,,1,266,266,0,3.61,3.61,,3.33,3.33,,3.04,3.04,,2,2,,157,157,,154,154,,152,152,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288600,Albany Law School of Union University,2019,1205,,,633,,,175,,,1,176,176,0,3.64,3.64,,3.37,3.37,,3.07,3.07,,1,1,,156,156,,153,153,,151,151,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290301,Cardozo School of Law,2019,2999,,,1265,,,306,,,5,311,243,68,3.74,3.75,3.71,3.6,3.6,3.57,3.39,3.39,3.35,10,8,2,163,164,162,162,162,158,157,158,155,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291300,Campbell University,2019,683,,,418,,,167,,,7,174,174,0,3.54,3.54,,3.33,3.33,,3.08,3.08,,1,1,,155,155,,153,153,,150,150,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292002,Duke University,2019,5125,,,969,,,214,,,5,219,219,0,3.87,3.87,,3.78,3.78,,3.65,3.65,,9,9,,170,170,,169,169,,167,167,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292701,Elon University,2019,800,,,372,,,140,,,4,144,144,0,3.53,3.53,,3.2,3.2,,2.99,2.99,,0,0,,152,152,,149,149,,146,146,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295000,North Carolina Central University,2019,767,,,310,,,140,,,2,142,128,14,3.48,3.47,3.67,3.24,3.2,3.33,2.94,2.9,3.23,0,0,0,149,149,155,146,146,150,144,144,146,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297400,University of North Carolina,2019,1293,,,438,,,183,,,3,186,186,0,3.77,3.77,,3.63,3.63,,3.46,3.46,,3,3,,162,162,,161,161,,158,158,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297805,Wake Forest University,2019,2121,,,858,,,215,,,2,217,217,0,3.81,3.81,,3.68,3.68,,3.5,3.5,,3,3,,163,163,,162,162,,156,156,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300500,University of North Dakota,2019,309,,,188,,,84,,,0,84,84,0,3.66,3.66,,3.3,3.3,,2.97,2.97,,2,2,,152,152,,149,149,,145,145,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302302,Capital University,2019,580,,,432,,,157,,,7,164,128,36,3.6,3.61,3.25,3.22,3.29,3.02,2.89,2.99,2.7,1,1,0,155,154,156,150,150,150,147,147,147,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302400,Case Western Reserve University,2019,975,,,456,,,115,,,4,119,119,0,3.76,3.76,,3.63,3.63,,3.36,3.36,,2,2,,161,161,,159,159,,156,156,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303200,Cleveland State University,2019,698,,,335,,,143,,,1,144,115,29,3.69,3.7,3.56,3.43,3.47,3.34,3.23,3.24,3.02,1,1,0,157,157,155,154,154,153,150,150,152,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308900,Ohio Northern University,2019,373,,,142,,,49,,,1,50,50,0,3.67,3.67,,3.31,3.31,,2.95,2.95,,0,0,,155,155,,151,151,,147,147,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309000,Ohio State University,2019,1636,,,663,,,191,,,2,193,193,0,3.86,3.86,,3.76,3.76,,3.61,3.61,,4,4,,163,163,,161,161,,158,158,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312300,University of Akron,2019,664,,,331,,,110,,,1,111,87,24,3.67,3.67,3.62,3.45,3.45,3.41,3.05,3.07,2.95,0,0,0,155,155,155,153,152,153,151,150,152,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312500,University of Cincinnati,2019,891,,,450,,,135,,,0,135,135,0,3.82,3.82,,3.64,3.64,,3.39,3.39,,1,1,,159,159,,157,157,,153,153,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312700,University of Dayton,2019,1070,,,419,,,119,,,1,120,100,20,3.67,3.68,3.56,3.38,3.31,3.39,3.05,3.02,3.26,3,2,1,153,153,155,150,149,153,147,146,152,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313100,University of Toledo,2019,453,,,298,,,104,,,0,104,91,13,3.62,3.6,3.75,3.31,3.31,3.22,3,2.99,3,0,0,0,155,154,157,152,152,154,148,148,153,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316614,Oklahoma City University,2019,633,,,387,,,168,,,2,170,170,0,3.5,3.5,,3.29,3.29,,2.95,2.95,,0,0,,152,152,,149,149,,146,146,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318400,University of Oklahoma,2019,849,,,372,,,167,,,1,168,168,0,3.78,3.78,,3.63,3.63,,3.34,3.34,,2,2,,159,159,,157,157,,153,153,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318500,University of Tulsa,2019,621,,,357,,,118,,,0,118,118,0,3.63,3.63,,3.42,3.42,,3.13,3.13,,1,1,,156,156,,154,154,,151,151,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319100,Concordia Law School,2019,381,,,233,,,89,,,0,89,78,11,3.45,3.44,3.61,3.22,3.18,3.36,2.85,2.84,2.98,0,0,0,152,151,158,148,148,149,146,146,146,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319700,Lewis and Clark College,2019,1216,,,731,,,177,,,3,180,159,21,3.67,3.67,3.54,3.46,3.48,3.23,3.19,3.21,2.84,3,2,1,161,161,161,158,158,158,155,155,152,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
